'sample interval','left-foot'
16500,0.055
16501,0.037
16502,0.016
16503,-0.007
16504,-0.045
16505,-0.071
16506,-0.109
16507,-0.139
16508,-0.169
16509,-0.189
16510,-0.224
16511,-0.246
16512,-0.281
16513,-0.309
16514,-0.340
16515,-0.365
16516,-0.402
16517,-0.426
16518,-0.457
16519,-0.482
16520,-0.483
16521,-0.483
16522,-0.485
16523,-0.483
16524,-0.488
16525,-0.503
16526,-0.513
16527,-0.520
16528,-0.524
16529,-0.528
16530,-0.532
16531,-0.531
16532,-0.528
16533,-0.530
16534,-0.527
16535,-0.525
16536,-0.523
16537,-0.521
16538,-0.518
16539,-0.518
16540,-0.517
16541,-0.519
16542,-0.520
16543,-0.521
16544,-0.523
16545,-0.522
16546,-0.525
16547,-0.526
16548,-0.527
16549,-0.526
16550,-0.527
16551,-0.528
16552,-0.529
16553,-0.528
16554,-0.531
16555,-0.532
16556,-0.533
16557,-0.535
16558,-0.535
16559,-0.536
16560,-0.536
16561,-0.539
16562,-0.540
16563,-0.540
16564,-0.542
16565,-0.543
16566,-0.544
16567,-0.543
16568,-0.544
16569,-0.544
16570,-0.547
16571,-0.548
16572,-0.550
16573,-0.551
16574,-0.552
16575,-0.556
16576,-0.556
16577,-0.558
16578,-0.558
16579,-0.560
16580,-0.563
16581,-0.565
16582,-0.567
16583,-0.569
16584,-0.573
16585,-0.575
16586,-0.578
16587,-0.579
16588,-0.581
16589,-0.583
16590,-0.585
16591,-0.588
16592,-0.591
16593,-0.593
16594,-0.597
16595,-0.599
16596,-0.599
16597,-0.600
16598,-0.602
16599,-0.602
16600,-0.601
16601,-0.601
16602,-0.602
16603,-0.603
16604,-0.603
16605,-0.601
16606,-0.600
16607,-0.600
16608,-0.599
16609,-0.599
16610,-0.597
16611,-0.596
16612,-0.594
16613,-0.591
16614,-0.589
16615,-0.590
16616,-0.587
16617,-0.587
16618,-0.586
16619,-0.584
16620,-0.581
16621,-0.579
16622,-0.579
16623,-0.577
16624,-0.576
16625,-0.573
16626,-0.572
16627,-0.566
16628,-0.539
16629,-0.517
16630,-0.463
16631,-0.407
16632,-0.325
16633,-0.238
16634,-0.116
16635,-0.033
16636,0.052
16637,0.087
16638,0.118
16639,0.137
16640,0.154
16641,0.165
16642,0.178
16643,0.185
16644,0.194
16645,0.201
16646,0.208
16647,0.213
16648,0.219
16649,0.223
16650,0.225
16651,0.229
16652,0.233
16653,0.235
16654,0.237
16655,0.239
16656,0.242
16657,0.244
16658,0.245
16659,0.248
16660,0.249
16661,0.252
16662,0.253
16663,0.256
16664,0.259
16665,0.262
16666,0.265
16667,0.266
16668,0.269
16669,0.273
16670,0.275
16671,0.277
16672,0.280
16673,0.282
16674,0.284
16675,0.286
16676,0.288
16677,0.289
16678,0.291
16679,0.292
16680,0.294
16681,0.295
16682,0.296
16683,0.296
16684,0.297
16685,0.297
16686,0.297
16687,0.297
16688,0.296
16689,0.295
16690,0.295
16691,0.294
16692,0.293
16693,0.292
16694,0.291
16695,0.289
16696,0.288
16697,0.286
16698,0.284
16699,0.283
16700,0.281
16701,0.279
16702,0.277
16703,0.275
16704,0.273
16705,0.271
16706,0.269
16707,0.268
16708,0.265
16709,0.263
16710,0.261
16711,0.258
16712,0.256
16713,0.254
16714,0.251
16715,0.250
16716,0.247
16717,0.244
16718,0.242
16719,0.240
16720,0.237
16721,0.236
16722,0.233
16723,0.230
16724,0.228
16725,0.226
16726,0.224
16727,0.221
16728,0.219
16729,0.216
16730,0.213
16731,0.210
16732,0.206
16733,0.204
16734,0.201
16735,0.198
16736,0.195
16737,0.193
16738,0.190
16739,0.188
16740,0.184
16741,0.181
16742,0.179
16743,0.178
16744,0.175
16745,0.174
16746,0.171
16747,0.169
16748,0.168
16749,0.167
16750,0.166
16751,0.165
16752,0.164
16753,0.163
16754,0.162
16755,0.162
16756,0.161
16757,0.161
16758,0.161
16759,0.161
16760,0.163
16761,0.165
16762,0.167
16763,0.169
16764,0.171
16765,0.172
16766,0.173
16767,0.174
16768,0.175
16769,0.176
16770,0.177
16771,0.179
16772,0.181
16773,0.182
16774,0.182
16775,0.184
16776,0.185
16777,0.185
16778,0.186
16779,0.187
16780,0.188
16781,0.188
16782,0.189
16783,0.189
16784,0.189
16785,0.190
16786,0.190
16787,0.190
16788,0.191
16789,0.190
16790,0.190
16791,0.190
16792,0.189
16793,0.187
16794,0.186
16795,0.184
16796,0.180
16797,0.177
16798,0.171
16799,0.166
16800,0.156
16801,0.146
16802,0.133
16803,0.122
16804,0.108
16805,0.095
16806,0.078
16807,0.061
16808,0.039
16809,0.015
16810,-0.022
16811,-0.055
16812,-0.101
16813,-0.134
16814,-0.166
16815,-0.185
16816,-0.219
16817,-0.239
16818,-0.274
16819,-0.299
16820,-0.331
16821,-0.352
16822,-0.388
16823,-0.413
16824,-0.448
16825,-0.481
16826,-0.484
16827,-0.478
16828,-0.489
16829,-0.480
16830,-0.492
16831,-0.503
16832,-0.520
16833,-0.527
16834,-0.534
16835,-0.538
16836,-0.537
16837,-0.539
16838,-0.542
16839,-0.544
16840,-0.541
16841,-0.542
16842,-0.541
16843,-0.540
16844,-0.539
16845,-0.538
16846,-0.539
16847,-0.539
16848,-0.539
16849,-0.541
16850,-0.541
16851,-0.543
16852,-0.544
16853,-0.545
16854,-0.547
16855,-0.548
16856,-0.547
16857,-0.548
16858,-0.547
16859,-0.547
16860,-0.547
16861,-0.548
16862,-0.548
16863,-0.548
16864,-0.549
16865,-0.550
16866,-0.551
16867,-0.552
16868,-0.553
16869,-0.553
16870,-0.555
16871,-0.556
16872,-0.556
16873,-0.557
16874,-0.558
16875,-0.557
16876,-0.558
16877,-0.558
16878,-0.561
16879,-0.562
16880,-0.564
16881,-0.564
16882,-0.567
16883,-0.568
16884,-0.570
16885,-0.571
16886,-0.574
16887,-0.574
16888,-0.578
16889,-0.581
16890,-0.583
16891,-0.585
16892,-0.585
16893,-0.587
16894,-0.588
16895,-0.590
16896,-0.591
16897,-0.592
16898,-0.594
16899,-0.596
16900,-0.599
16901,-0.601
16902,-0.603
16903,-0.605
16904,-0.606
16905,-0.607
16906,-0.608
16907,-0.609
16908,-0.609
16909,-0.609
16910,-0.607
16911,-0.607
16912,-0.607
16913,-0.607
16914,-0.605
16915,-0.604
16916,-0.600
16917,-0.600
16918,-0.598
16919,-0.598
16920,-0.595
16921,-0.596
16922,-0.594
16923,-0.592
16924,-0.591
16925,-0.589
16926,-0.588
16927,-0.586
16928,-0.583
16929,-0.583
16930,-0.581
16931,-0.579
16932,-0.572
16933,-0.549
16934,-0.522
16935,-0.495
16936,-0.412
16937,-0.351
16938,-0.255
16939,-0.148
16940,-0.030
16941,0.032
16942,0.091
16943,0.117
16944,0.139
16945,0.155
16946,0.170
16947,0.180
16948,0.190
16949,0.197
16950,0.206
16951,0.212
16952,0.218
16953,0.222
16954,0.226
16955,0.228
16956,0.231
16957,0.233
16958,0.235
16959,0.237
16960,0.238
16961,0.238
16962,0.240
16963,0.241
16964,0.242
16965,0.242
16966,0.243
16967,0.244
16968,0.245
16969,0.247
16970,0.248
16971,0.249
16972,0.251
16973,0.253
16974,0.255
16975,0.256
16976,0.258
16977,0.260
16978,0.263
16979,0.265
16980,0.268
16981,0.270
16982,0.272
16983,0.274
16984,0.276
16985,0.278
16986,0.280
16987,0.282
16988,0.283
16989,0.284
16990,0.285
16991,0.285
16992,0.286
16993,0.286
16994,0.286
16995,0.285
16996,0.285
16997,0.284
16998,0.283
16999,0.282
17000,0.280
17001,0.278
17002,0.276
17003,0.274
17004,0.271
17005,0.269
17006,0.266
17007,0.264
17008,0.261
17009,0.258
17010,0.255
17011,0.251
17012,0.248
17013,0.246
17014,0.244
17015,0.242
17016,0.238
17017,0.236
17018,0.233
17019,0.230
17020,0.227
17021,0.225
17022,0.222
17023,0.220
17024,0.217
17025,0.215
17026,0.213
17027,0.212
17028,0.209
17029,0.207
17030,0.205
17031,0.204
17032,0.201
17033,0.199
17034,0.195
17035,0.193
17036,0.191
17037,0.189
17038,0.187
17039,0.185
17040,0.184
17041,0.182
17042,0.180
17043,0.179
17044,0.178
17045,0.176
17046,0.175
17047,0.174
17048,0.172
17049,0.172
17050,0.169
17051,0.168
17052,0.168
17053,0.169
17054,0.169
17055,0.166
17056,0.167
17057,0.167
17058,0.167
17059,0.166
17060,0.167
17061,0.168
17062,0.169
17063,0.170
17064,0.170
17065,0.172
17066,0.173
17067,0.175
17068,0.176
17069,0.177
17070,0.179
17071,0.180
17072,0.182
17073,0.182
17074,0.185
17075,0.186
17076,0.187
17077,0.189
17078,0.189
17079,0.191
17080,0.193
17081,0.194
17082,0.196
17083,0.196
17084,0.197
17085,0.198
17086,0.199
17087,0.200
17088,0.200
17089,0.201
17090,0.202
17091,0.202
17092,0.202
17093,0.202
17094,0.201
17095,0.202
17096,0.201
17097,0.201
17098,0.200
17099,0.199
17100,0.197
17101,0.196
17102,0.194
17103,0.191
17104,0.187
17105,0.182
17106,0.175
17107,0.165
17108,0.153
17109,0.141
17110,0.125
17111,0.114
17112,0.098
17113,0.086
17114,0.072
17115,0.059
17116,0.037
17117,0.018
17118,-0.011
17119,-0.044
17120,-0.088
17121,-0.123
17122,-0.156
17123,-0.175
17124,-0.204
17125,-0.239
17126,-0.274
17127,-0.294
17128,-0.327
17129,-0.351
17130,-0.384
17131,-0.417
17132,-0.444
17133,-0.465
17134,-0.460
17135,-0.464
17136,-0.469
17137,-0.469
17138,-0.483
17139,-0.493
17140,-0.504
17141,-0.512
17142,-0.523
17143,-0.530
17144,-0.532
17145,-0.533
17146,-0.528
17147,-0.527
17148,-0.526
17149,-0.524
17150,-0.522
17151,-0.522
17152,-0.521
17153,-0.521
17154,-0.520
17155,-0.522
17156,-0.523
17157,-0.524
17158,-0.526
17159,-0.528
17160,-0.529
17161,-0.530
17162,-0.531
17163,-0.531
17164,-0.533
17165,-0.533
17166,-0.532
17167,-0.532
17168,-0.534
17169,-0.533
17170,-0.533
17171,-0.535
17172,-0.536
17173,-0.537
17174,-0.538
17175,-0.539
17176,-0.542
17177,-0.544
17178,-0.546
17179,-0.548
17180,-0.548
17181,-0.549
17182,-0.549
17183,-0.549
17184,-0.550
17185,-0.552
17186,-0.552
17187,-0.553
17188,-0.555
17189,-0.556
17190,-0.560
17191,-0.560
17192,-0.563
17193,-0.564
17194,-0.567
17195,-0.568
17196,-0.571
17197,-0.573
17198,-0.578
17199,-0.579
17200,-0.583
17201,-0.585
17202,-0.586
17203,-0.589
17204,-0.592
17205,-0.594
17206,-0.596
17207,-0.598
17208,-0.598
17209,-0.599
17210,-0.600
17211,-0.600
17212,-0.599
17213,-0.601
17214,-0.601
17215,-0.601
17216,-0.600
17217,-0.592
17218,-0.584
17219,-0.577
17220,-0.571
17221,-0.569
17222,-0.567
17223,-0.566
17224,-0.564
17225,-0.565
17226,-0.564
17227,-0.564
17228,-0.563
17229,-0.561
17230,-0.557
17231,-0.552
17232,-0.542
17233,-0.534
17234,-0.524
17235,-0.514
17236,-0.491
17237,-0.463
17238,-0.410
17239,-0.352
17240,-0.272
17241,-0.207
17242,-0.102
17243,-0.034
17244,0.044
17245,0.089
17246,0.122
17247,0.138
17248,0.155
17249,0.165
17250,0.174
17251,0.182
17252,0.189
17253,0.194
17254,0.199
17255,0.203
17256,0.207
17257,0.211
17258,0.213
17259,0.216
17260,0.218
17261,0.220
17262,0.222
17263,0.224
17264,0.226
17265,0.229
17266,0.232
17267,0.234
17268,0.237
17269,0.239
17270,0.242
17271,0.243
17272,0.246
17273,0.248
17274,0.251
17275,0.253
17276,0.256
17277,0.259
17278,0.261
17279,0.264
17280,0.267
17281,0.269
17282,0.271
17283,0.273
17284,0.275
17285,0.276
17286,0.278
17287,0.280
17288,0.281
17289,0.282
17290,0.284
17291,0.285
17292,0.285
17293,0.286
17294,0.286
17295,0.286
17296,0.287
17297,0.287
17298,0.287
17299,0.287
17300,0.286
17301,0.285
17302,0.284
17303,0.282
17304,0.281
17305,0.279
17306,0.276
17307,0.274
17308,0.272
17309,0.270
17310,0.267
17311,0.264
17312,0.261
17313,0.259
17314,0.255
17315,0.252
17316,0.249
17317,0.246
17318,0.243
17319,0.240
17320,0.237
17321,0.234
17322,0.230
17323,0.227
17324,0.224
17325,0.221
17326,0.219
17327,0.216
17328,0.213
17329,0.211
17330,0.208
17331,0.206
17332,0.203
17333,0.200
17334,0.197
17335,0.197
17336,0.195
17337,0.193
17338,0.191
17339,0.189
17340,0.187
17341,0.185
17342,0.185
17343,0.184
17344,0.183
17345,0.181
17346,0.179
17347,0.177
17348,0.176
17349,0.177
17350,0.176
17351,0.174
17352,0.174
17353,0.174
17354,0.173
17355,0.172
17356,0.172
17357,0.171
17358,0.170
17359,0.170
17360,0.170
17361,0.169
17362,0.169
17363,0.170
17364,0.170
17365,0.169
17366,0.170
17367,0.170
17368,0.168
17369,0.168
17370,0.169
17371,0.169
17372,0.169
17373,0.168
17374,0.166
17375,0.165
17376,0.165
17377,0.164
17378,0.163
17379,0.161
17380,0.160
17381,0.159
17382,0.158
17383,0.158
17384,0.158
17385,0.158
17386,0.158
17387,0.159
17388,0.159
17389,0.159
17390,0.161
17391,0.162
17392,0.164
17393,0.165
17394,0.167
17395,0.169
17396,0.170
17397,0.171
17398,0.172
17399,0.172
17400,0.173
17401,0.174
17402,0.174
17403,0.175
17404,0.176
17405,0.177
17406,0.177
17407,0.178
17408,0.179
17409,0.180
17410,0.181
17411,0.181
17412,0.181
17413,0.181
17414,0.180
17415,0.179
17416,0.179
17417,0.178
17418,0.176
17419,0.173
17420,0.171
17421,0.167
17422,0.160
17423,0.154
17424,0.142
17425,0.130
17426,0.114
17427,0.096
17428,0.065
17429,0.038
17430,-0.003
17431,-0.050
17432,-0.100
17433,-0.134
17434,-0.172
17435,-0.201
17436,-0.236
17437,-0.259
17438,-0.288
17439,-0.308
17440,-0.341
17441,-0.358
17442,-0.386
17443,-0.411
17444,-0.439
17445,-0.455
17446,-0.468
17447,-0.466
17448,-0.464
17449,-0.470
17450,-0.474
17451,-0.483
17452,-0.502
17453,-0.509
17454,-0.521
17455,-0.529
17456,-0.531
17457,-0.532
17458,-0.533
17459,-0.535
17460,-0.538
17461,-0.540
17462,-0.542
17463,-0.541
17464,-0.538
17465,-0.538
17466,-0.537
17467,-0.536
17468,-0.537
17469,-0.538
17470,-0.538
17471,-0.540
17472,-0.541
17473,-0.541
17474,-0.543
17475,-0.542
17476,-0.544
17477,-0.544
17478,-0.545
17479,-0.545
17480,-0.546
17481,-0.546
17482,-0.548
17483,-0.548
17484,-0.551
17485,-0.551
17486,-0.552
17487,-0.553
17488,-0.554
17489,-0.555
17490,-0.557
17491,-0.557
17492,-0.558
17493,-0.559
17494,-0.560
17495,-0.561
17496,-0.563
17497,-0.565
17498,-0.565
17499,-0.566
17500,-0.568
17501,-0.568
17502,-0.570
17503,-0.570
17504,-0.573
17505,-0.574
17506,-0.577
17507,-0.578
17508,-0.581
17509,-0.582
17510,-0.583
17511,-0.584
17512,-0.586
17513,-0.586
17514,-0.590
17515,-0.591
17516,-0.593
17517,-0.593
17518,-0.595
17519,-0.596
17520,-0.598
17521,-0.600
17522,-0.601
17523,-0.602
17524,-0.604
17525,-0.604
17526,-0.606
17527,-0.606
17528,-0.607
17529,-0.607
17530,-0.606
17531,-0.607
17532,-0.605
17533,-0.605
17534,-0.604
17535,-0.604
17536,-0.604
17537,-0.603
17538,-0.602
17539,-0.602
17540,-0.600
17541,-0.600
17542,-0.598
17543,-0.595
17544,-0.595
17545,-0.594
17546,-0.593
17547,-0.590
17548,-0.587
17549,-0.585
17550,-0.585
17551,-0.582
17552,-0.581
17553,-0.580
17554,-0.580
17555,-0.579
17556,-0.564
17557,-0.532
17558,-0.495
17559,-0.443
17560,-0.345
17561,-0.279
17562,-0.164
17563,-0.069
17564,0.016
17565,0.057
17566,0.095
17567,0.113
17568,0.132
17569,0.147
17570,0.162
17571,0.172
17572,0.185
17573,0.193
17574,0.202
17575,0.209
17576,0.214
17577,0.218
17578,0.222
17579,0.224
17580,0.227
17581,0.230
17582,0.232
17583,0.233
17584,0.233
17585,0.233
17586,0.234
17587,0.235
17588,0.237
17589,0.239
17590,0.242
17591,0.245
17592,0.249
17593,0.253
17594,0.257
17595,0.261
17596,0.265
17597,0.268
17598,0.272
17599,0.276
17600,0.279
17601,0.282
17602,0.285
17603,0.287
17604,0.290
17605,0.292
17606,0.295
17607,0.297
17608,0.299
17609,0.300
17610,0.302
17611,0.303
17612,0.303
17613,0.304
17614,0.304
17615,0.305
17616,0.305
17617,0.305
17618,0.304
17619,0.304
17620,0.303
17621,0.302
17622,0.301
17623,0.300
17624,0.299
17625,0.298
17626,0.296
17627,0.294
17628,0.292
17629,0.290
17630,0.288
17631,0.286
17632,0.283
17633,0.282
17634,0.280
17635,0.278
17636,0.275
17637,0.274
17638,0.271
17639,0.268
17640,0.266
17641,0.264
17642,0.261
17643,0.259
17644,0.257
17645,0.255
17646,0.253
17647,0.251
17648,0.249
17649,0.247
17650,0.245
17651,0.243
17652,0.241
17653,0.240
17654,0.239
17655,0.237
17656,0.236
17657,0.234
17658,0.232
17659,0.231
17660,0.229
17661,0.228
17662,0.227
17663,0.226
17664,0.224
17665,0.223
17666,0.222
17667,0.221
17668,0.219
17669,0.218
17670,0.217
17671,0.216
17672,0.215
17673,0.213
17674,0.212
17675,0.211
17676,0.210
17677,0.208
17678,0.207
17679,0.206
17680,0.205
17681,0.204
17682,0.203
17683,0.201
17684,0.199
17685,0.198
17686,0.195
17687,0.194
17688,0.192
17689,0.189
17690,0.187
17691,0.185
17692,0.182
17693,0.181
17694,0.179
17695,0.178
17696,0.177
17697,0.176
17698,0.176
17699,0.176
17700,0.176
17701,0.177
17702,0.178
17703,0.180
17704,0.182
17705,0.183
17706,0.183
17707,0.184
17708,0.186
17709,0.187
17710,0.188
17711,0.189
17712,0.189
17713,0.191
17714,0.191
17715,0.191
17716,0.191
17717,0.192
17718,0.193
17719,0.193
17720,0.193
17721,0.193
17722,0.193
17723,0.193
17724,0.193
17725,0.192
17726,0.191
17727,0.190
17728,0.187
17729,0.184
17730,0.180
17731,0.174
17732,0.167
17733,0.158
17734,0.145
17735,0.134
17736,0.117
17737,0.100
17738,0.082
17739,0.066
17740,0.040
17741,0.021
17742,-0.013
17743,-0.046
17744,-0.091
17745,-0.120
17746,-0.162
17747,-0.182
17748,-0.210
17749,-0.237
17750,-0.267
17751,-0.285
17752,-0.311
17753,-0.333
17754,-0.361
17755,-0.391
17756,-0.422
17757,-0.444
17758,-0.469
17759,-0.467
17760,-0.467
17761,-0.470
17762,-0.472
17763,-0.481
17764,-0.499
17765,-0.509
17766,-0.516
17767,-0.520
17768,-0.523
17769,-0.525
17770,-0.528
17771,-0.535
17772,-0.538
17773,-0.538
17774,-0.536
17775,-0.538
17776,-0.536
17777,-0.535
17778,-0.533
17779,-0.533
17780,-0.535
17781,-0.535
17782,-0.536
17783,-0.539
17784,-0.540
17785,-0.541
17786,-0.543
17787,-0.543
17788,-0.542
17789,-0.542
17790,-0.541
17791,-0.541
17792,-0.543
17793,-0.542
17794,-0.545
17795,-0.545
17796,-0.545
17797,-0.547
17798,-0.547
17799,-0.547
17800,-0.547
17801,-0.547
17802,-0.547
17803,-0.548
17804,-0.549
17805,-0.551
17806,-0.553
17807,-0.554
17808,-0.555
17809,-0.558
17810,-0.557
17811,-0.558
17812,-0.560
17813,-0.560
17814,-0.561
17815,-0.561
17816,-0.562
17817,-0.565
17818,-0.566
17819,-0.566
17820,-0.567
17821,-0.571
17822,-0.572
17823,-0.575
17824,-0.577
17825,-0.580
17826,-0.583
17827,-0.583
17828,-0.585
17829,-0.586
17830,-0.589
17831,-0.591
17832,-0.592
17833,-0.594
17834,-0.596
17835,-0.597
17836,-0.599
17837,-0.600
17838,-0.601
17839,-0.601
17840,-0.601
17841,-0.601
17842,-0.600
17843,-0.601
17844,-0.601
17845,-0.601
17846,-0.599
17847,-0.599
17848,-0.599
17849,-0.599
17850,-0.598
17851,-0.596
17852,-0.593
17853,-0.592
17854,-0.590
17855,-0.588
17856,-0.587
17857,-0.585
17858,-0.584
17859,-0.583
17860,-0.581
17861,-0.580
17862,-0.577
17863,-0.577
17864,-0.575
17865,-0.575
17866,-0.574
17867,-0.573
17868,-0.573
17869,-0.566
17870,-0.532
17871,-0.514
17872,-0.460
17873,-0.397
17874,-0.309
17875,-0.211
17876,-0.099
17877,-0.024
17878,0.050
17879,0.081
17880,0.109
17881,0.130
17882,0.148
17883,0.160
17884,0.174
17885,0.183
17886,0.192
17887,0.200
17888,0.208
17889,0.213
17890,0.219
17891,0.222
17892,0.226
17893,0.229
17894,0.229
17895,0.230
17896,0.233
17897,0.235
17898,0.237
17899,0.240
17900,0.243
17901,0.247
17902,0.250
17903,0.253
17904,0.257
17905,0.260
17906,0.264
17907,0.266
17908,0.270
17909,0.272
17910,0.274
17911,0.277
17912,0.279
17913,0.280
17914,0.282
17915,0.284
17916,0.287
17917,0.288
17918,0.290
17919,0.291
17920,0.294
17921,0.295
17922,0.297
17923,0.298
17924,0.299
17925,0.300
17926,0.300
17927,0.301
17928,0.301
17929,0.302
17930,0.302
17931,0.302
17932,0.302
17933,0.302
17934,0.302
17935,0.301
17936,0.300
17937,0.299
17938,0.297
17939,0.297
17940,0.295
17941,0.294
17942,0.292
17943,0.291
17944,0.289
17945,0.288
17946,0.285
17947,0.284
17948,0.282
17949,0.281
17950,0.278
17951,0.277
17952,0.275
17953,0.273
17954,0.271
17955,0.270
17956,0.267
17957,0.265
17958,0.262
17959,0.261
17960,0.258
17961,0.257
17962,0.254
17963,0.252
17964,0.250
17965,0.247
17966,0.244
17967,0.242
17968,0.239
17969,0.239
17970,0.236
17971,0.232
17972,0.230
17973,0.229
17974,0.226
17975,0.223
17976,0.220
17977,0.217
17978,0.216
17979,0.214
17980,0.210
17981,0.208
17982,0.204
17983,0.201
17984,0.198
17985,0.196
17986,0.192
17987,0.190
17988,0.187
17989,0.185
17990,0.183
17991,0.181
17992,0.179
17993,0.177
17994,0.175
17995,0.175
17996,0.174
17997,0.176
17998,0.177
17999,0.178
